Competition,Date,Competition,Sport,Event,Stroke,Gender,Rank,Medal,Name,Nation,DoB,Country,Age (days),Time,PhaseName,Distance,Speed,Olympic Year,Olympic Cycle,Pred Formula Speed,Cond Pred Formula Speed,Residuals,Residuals Conditional
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,46,,Alia Atkinson,JAM,11/12/1988,Jamaica,16-230,59.61,,100,1.677570877,2008,1,1.664772524,1.673018699,0.012798353,0.004552179
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,47,,Yamile Bahamonde,ECU,4/6/1987,Ecuador,18-055,59.7,,100,1.675041876,2008,1,1.664772524,1.705799015,0.010269352,-0.030757139
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,48,,Khadija Ciss,SEN,26/03/1983,Senegal,22-125,59.75,,100,1.673640167,2008,1,1.664772524,1.657270402,0.008867643,0.016369766
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,49,,Fung Wing Yan,HKG,18/01/1989,"Hong Kong, China",16-192,59.84,,100,1.671122995,2008,1,1.664772524,1.671000357,0.006350471,0.000122638
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,50,,Shikha Tandon,IND,20/01/1985,India,20-190,59.89,,100,1.669727834,2008,1,1.664772524,1.666562774,0.00495531,0.00316506
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,51,,Jasna Ovsenik,SLO,,Slovenia,,60.01,,100,1.666388935,2008,1,1.664772524,1.666357763,0.001616411,3.11721E-05
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,52,,Gisela Morales,GUA,17/12/1987,Guatemala,17-224,60.19,,100,1.661405549,2008,1,1.664772524,1.661470385,-0.003366975,-6.48361E-05
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,53,,Jakie Wellman,ZAM,22/07/1988,Zambia,17-007,60.26,,100,1.659475606,2008,1,1.664772524,1.624048306,-0.005296918,0.0354273
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,54,,Mélissa Vincent,MRI,20/10/1984,Mauritius,20-282,60.34,,100,1.657275439,2008,1,1.664772524,1.653194258,-0.007497085,0.004081181
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,55,,Carolina Cerqueda,AND,7/11/1985,Andorra,19-264,60.56,,100,1.651254954,2008,1,1.664772524,1.654565351,-0.01351757,-0.003310397
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,56,,Samantha Fajardo,ECU,,Ecuador,,60.71,,100,1.647175095,2008,1,1.664772524,1.647512531,-0.017597429,-0.000337437
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,57,,Man Wai Fong,MAC,26/12/1988,"Macau, China",16-215,60.72,,100,1.646903821,2008,1,1.664772524,1.647246431,-0.017868703,-0.000342611
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,58,,Carolina Colorado,COL,7/9/1987,Colombia,17-325,60.85,,100,1.643385374,2008,1,1.664772524,1.676015616,-0.02138715,-0.032630242
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,59,,Chon Vorathamrong,THA,8/9/1980,Thailand,24-324,61.07,,100,1.637465204,2008,1,1.664772524,1.637987311,-0.02730732,-0.000522108
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,60,,Alexis Jordan,BAR,8/6/1988,Barbados,17-051,61.12,,100,1.636125654,2008,1,1.664772524,1.640047405,-0.028646869,-0.00392175
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,61,,Sharon Fajardo,HON,7/11/1989,Honduras,15-264,61.21,,100,1.63371998,2008,1,1.664772524,1.629751091,-0.031052543,0.003968889
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,62,,Kiera Aitken,BER,31/10/1983,Bermuda,21-271,61.66,,100,1.621796951,2008,1,1.664772524,1.670282917,-0.042975573,-0.048485966
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,63,,Ashley Aitken,BER,22/05/1985,Bermuda,20-068,61.76,,100,1.619170984,2008,1,1.664772524,1.620038064,-0.045601539,-0.000867079
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,64,,Davina Mangion,MLT,1/2/1987,Malta,18-178,62.67,,100,1.595659805,2008,1,1.664772524,1.612053132,-0.069112719,-0.016393326
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,65,,Jonay Briedenhann,NAM,1/3/1990,Namibia,15-150,63.66,,100,1.570845115,2008,1,1.664772524,1.600400854,-0.093927409,-0.02955574
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,66,,Katerine Moreno,BOL,4/5/1974,Bolivia,31-086,64.21,,100,1.557389815,2008,1,1.664772524,1.559392729,-0.107382709,-0.002002914
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,67,,Mbolatiana Ramanisa,MAD,20/05/1982,Madagascar,23-070,64.67,,100,1.546312046,2008,1,1.664772524,1.548513771,-0.118460478,-0.002201725
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,68,,Mirai Hakimeh,SYR,7/9/1990,Syria,14-325,65.03,,100,1.537751807,2008,1,1.664772524,1.540106133,-0.127020717,-0.002354326
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,69,,Heba Bashouti,JOR,10/2/1990,Jordan,15-169,65.38,,100,1.529519731,2008,1,1.664772524,1.532019956,-0.135252793,-0.002500226
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,70,,Jessica Vieira,MOZ,13/11/1991,Mozambique,13-258,65.75,,100,1.520912548,2008,1,1.664772524,1.59413778,-0.143859976,-0.073225233
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,71,,Sussie Pineda,HON,,Honduras,,66.1,,100,1.512859304,2008,1,1.664772524,1.515652236,-0.15191322,-0.002792932
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,72,,Rubab Raza,PAK,15/01/1991,Pakistan,14-195,66.52,,100,1.503307276,2008,1,1.664772524,1.521521648,-0.161465248,-0.018214372
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,73,,Kiran Khan,PAK,21/12/1989,Pakistan,15-220,66.53,,100,1.503081317,2008,1,1.664772524,1.525975435,-0.161691207,-0.022894119
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,74,,Thi Hanh Phan,VIE,28/01/1987,Vietnam,18-182,66.97,,100,1.493205913,2008,1,1.664772524,1.496339664,-0.171566611,-0.003133751
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,75,,Aya Nakitanda,UGA,,Uganda,,67.76,,100,1.47579693,2008,1,1.664772524,1.479228489,-0.188975594,-0.003431558
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,76,,Sameera Al Bitar,BRN,21/02/1990,Bahrain,15-158,68.05,,100,1.469507715,2008,1,1.664772524,1.491272832,-0.195264809,-0.021765117
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,77,,Aminath Hussain,MDV,1/9/1990,Maldives,14-331,68.58,,100,1.458151064,2008,1,1.664772524,1.466631848,-0.206621459,-0.008480784
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,78,,Debra Daniel,FSM,4/3/1991,Micronesia,14-147,71.03,,100,1.407855836,2008,1,1.664772524,1.44358796,-0.256916688,-0.035732124
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,79,,Oshin Bharati,NEP,,Nepal,,74.4,,100,1.344086022,2008,1,1.664772524,1.34964113,-0.320686502,-0.005555109
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,80,,Martina Moravcova,SVK,16/01/1976,Slovakia,29-194,,,100,,2008,1,1.664772524,1.811921556,,
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,80,,Sophie Simard,CAN,20/09/1978,Canada,26-312,,,100,,2008,1,1.664772524,1.755056623,,
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,80,,Audrey Lacroix,CAN,17/11/1983,Canada,21-254,,,100,,2008,1,1.664772524,1.664772524,,
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,80,,Genevieve Meledje Lasm Quissoh,CIV,7/4/1984,Ivory Coast,21-113,,,100,,2008,1,1.664772524,1.664772524,,
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,80,,Eliane Droubry Dohi,CIV,24/11/1987,Ivory Coast,17-247,,,100,,2008,1,1.664772524,1.555934212,,
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,80,,Paulina Barzycka,POL,18/03/1986,Poland,19-133,,,100,,2008,1,1.664772524,1.788430536,,
WCh,29/07/2005,World Championships,Swimming,100m,FRS,F,80,,Anifath F.M. Okanla,BEN,,Benin,,,,100,,2008,1,1.664772524,1.664772524,,
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,1,G,Jodie Henry,AUS,17/11/1983,Australia,20-276,53.84,,100,1.857355126,2004,0,1.663261636,1.845317188,0.194093491,0.012037938
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,2,S,Inge de Bruijn,NED,24/08/1973,Netherlands,30-361,54.16,,100,1.846381093,2004,0,1.663261636,1.83262169,0.183119458,0.013759403
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,3,B,Natalie Coughlin,USA,23/08/1982,United States,21-362,54.4,,100,1.838235294,2004,0,1.663261636,1.827210433,0.174973659,0.011024862
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,4,,Malia Metella,FRA,23/02/1982,France,22-178,54.5,,100,1.834862385,2004,0,1.663261636,1.826618411,0.17160075,0.008243974
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,5,,Kara Lynn Joyce,USA,25/10/1985,United States,18-299,54.54,,100,1.833516685,2004,0,1.663261636,1.809884624,0.170255049,0.023632061
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,6,,Nery-Mantey Niangkouara,GRE,14/03/1983,Greece,21-158,54.81,,100,1.824484583,2004,0,1.663261636,1.801008172,0.161222948,0.023476411
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,7,,Martina Moravcova,SVK,16/01/1976,Slovakia,28-216,55.12,,100,1.814223512,2004,0,1.663261636,1.810277121,0.150961877,0.003946392
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,8,,Alena Popchanka,FRA,28/07/1979,Belarus,25-022,55.24,,100,1.810282404,2004,0,1.663261636,1.815965903,0.147020769,-0.005683499
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,9,,Libby Trickett,AUS,28/01/1985,Australia,19-204,55.17,,100,1.8125793,2004,0,1.663261636,1.851053187,0.149317665,-0.038473887
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,10,,Federica Pellegrini,ITA,5/8/1988,Italy,16-014,55.3,,100,1.808318264,2004,0,1.663261636,1.804904401,0.145056628,0.003413863
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,11,,Marleen Veldhuis,NED,29/06/1979,Netherlands,25-051,55.32,,100,1.807664497,2004,0,1.663261636,1.833270492,0.144402862,-0.025605994
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,12,,Hanna-Maria Seppälä,FIN,13/12/1984,Finland,19-250,55.59,,100,1.798884691,2004,0,1.663261636,1.788575613,0.135623056,0.010309078
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,13,,Hanna Shcherba-Lorgeril,FRA,11/1/1982,Belarus,22-221,55.67,,100,1.796299623,2004,0,1.663261636,1.793637282,0.133037987,0.002662341
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,14,,Josefin Lillhage,SWE,15/03/1980,Sweden,24-157,55.76,,100,1.793400287,2004,0,1.663261636,1.809578966,0.130138651,-0.01617868
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,15,,Ryu Yoon-Ji,KOR,22/12/1985,Korea,18-241,55.85,,100,1.790510295,2004,0,1.663261636,1.779285214,0.12724866,0.011225081
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,16,,Tomoko Nagai,JPN,10/5/1981,Japan,23-101,56.03,,100,1.784758165,2004,0,1.663261636,1.797659903,0.12149653,-0.012901738
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,17,,Franziska Van Almsick,GER,5/4/1978,Germany,26-136,55.57,,100,1.799532122,2004,0,1.663261636,1.831335789,0.136270486,-0.031803668
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,18,,Jeanette Ottesen,DEN,30/12/1987,Denmark,16-233,56.17,,100,1.780309774,2004,0,1.663261636,1.802010502,0.117048138,-0.021700728
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,19,,Paulina Barzycka,POL,18/03/1986,Poland,18-154,56.2,,100,1.779359431,2004,0,1.663261636,1.78680742,0.116097795,-0.007447989
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,20,,Rebeca Gusmao,BRA,24/08/1984,Brazil,19-361,56.26,,100,1.777461785,2004,0,1.663261636,1.775188065,0.114200149,0.002273719
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,21,,Alison Fitch,NZL,18/02/1980,New Zealand,24-183,56.29,,100,1.776514479,2004,0,1.663261636,1.763912266,0.113252843,0.012602213
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,22,,Cheng Jiaru,CHN,4/3/1985,China,19-168,56.39,,100,1.773364072,2004,0,1.663261636,1.77117439,0.110102436,0.002189682
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,23,,Jana Myskova,CZE,29/10/1977,Czech Republic,26-295,56.59,,100,1.76709666,2004,0,1.663261636,1.774101388,0.103835025,-0.007004727
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,24,,Johanna Sjöberg,SWE,8/3/1978,Sweden,26-164,56.66,,100,1.764913519,2004,0,1.663261636,1.782443563,0.101651884,-0.017530044
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,24,,Xu Yanwei,CHN,14/06/1984,China,20-066,56.66,,100,1.764913519,2004,0,1.663261636,1.808818672,0.101651884,-0.043905153
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,26,,Dominique Diezi,SUI,14/07/1977,Switzerland,27-036,56.67,,100,1.764602082,2004,0,1.663261636,1.762591494,0.101340447,0.002010588
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,26,,Sara Isakovic,SLO,9/6/1988,Slovenia,16-071,56.67,,100,1.764602082,2004,0,1.663261636,1.774390143,0.101340447,-0.009788061
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,28,,Florencia Szigeti,ARG,8/7/1981,Argentina,23-042,56.71,,100,1.763357433,2004,0,1.663261636,1.76992256,0.100095797,-0.006565128
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,29,,Arlene Semeco,VEN,11/1/1984,Venezuela,20-221,57.04,,100,1.75315568,2004,0,1.663261636,1.766527367,0.089894045,-0.013371687
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,30,,Eileen Coparropa,PAN,31/03/1981,Panama,23-141,57.09,,100,1.751620249,2004,0,1.663261636,1.741402436,0.088358613,0.010217812
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,31,,Olga Mukomol,UKR,13/03/1979,Ukraine,25-159,57.12,,100,1.75070028,2004,0,1.663261636,1.759583731,0.087438645,-0.008883451
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,32,,Anna Gostomelsky,ISR,9/6/1981,Israel,23-071,57.15,,100,1.749781277,2004,0,1.663261636,1.768261615,0.086519642,-0.018480338
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,33,,Judith Draxler,AUT,24/03/1970,Austria,34-148,57.29,,100,1.745505324,2004,0,1.663261636,1.747664877,0.082243688,-0.002159553
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,34,,Hannah Wilson,GBR,10/3/1989,"Hong Kong, China",15-162,57.33,,100,1.744287459,2004,0,1.663261636,1.769134099,0.081025823,-0.02484664
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,35,,Vanessa Garcia,PUR,18/07/1984,Puerto Rico,20-032,57.38,,100,1.742767515,2004,0,1.663261636,1.762342297,0.079505879,-0.019574782
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,36,,Lara Heinz,LUX,27/05/1981,Luxembourg,23-084,57.4,,100,1.742160279,2004,0,1.663261636,1.725984032,0.078898643,0.016176247
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,37,,Jana Kolukanova,EST,4/8/1981,Estonia,23-015,57.45,,100,1.740644038,2004,0,1.663261636,1.75807298,0.077382403,-0.017428942
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,38,,Agnes Mutina,HUN,19/04/1988,Hungary,16-122,58.1,,100,1.721170396,2004,0,1.663261636,1.749862771,0.05790876,-0.028692375
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,39,,Angela Chuck,JAM,14/02/1981,Jamaica,23-187,58.33,,100,1.714383679,2004,0,1.663261636,1.713383572,0.051122044,0.001000108
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,40,,Ragnheidur Ragnarsdottir,ISL,24/10/1984,Iceland,19-300,58.47,,100,1.710278775,2004,0,1.663261636,1.735758753,0.04701714,-0.025479978
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,41,,Yelena Skalinskaya,KAZ,28/07/1987,Kazakhstan,17-022,58.56,,100,1.707650273,2004,0,1.663261636,1.706783558,0.044388638,0.000866715
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,42,,Linda McEachrane,TTO,7/9/1983,Trinidad & Tobago,20-347,58.92,,100,1.697216565,2004,0,1.663261636,1.696555556,0.033954929,0.000661009
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,43,,Agnese Ozolina,LAT,12/11/1979,Latvia,24-281,59.03,,100,1.694053871,2004,0,1.663261636,1.691807855,0.030792235,0.002246016
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,44,,Sung Yi-Chieh,TPE,3/2/1986,Chinese Taipei,18-198,59.18,,100,1.689760054,2004,0,1.663261636,1.689245312,0.026498419,0.000514742
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,45,,Irina Shlemova,UZB,3/3/1984,Uzbekistan,20-169,59.21,,100,1.688903901,2004,0,1.663261636,1.689071247,0.025642266,-0.000167346
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,46,,Shikha Tandon,IND,20/01/1985,India,19-212,59.7,,100,1.675041876,2004,0,1.663261636,1.665050261,0.011780241,0.009991615
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,47,,Nicoleta Coica,MDA,25/06/1982,Moldova,22-055,59.85,,100,1.670843776,2004,0,1.663261636,1.6706973,0.007582141,0.000146477
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,48,,Carolina Cerqueda,AND,7/11/1985,Andorra,18-286,60.38,,100,1.656177542,2004,0,1.663261636,1.653063726,-0.007084093,0.003113816
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,49,,Larissa Inangarore,BDI,1/4/1984,Burundi,20-140,83.9,,100,1.191895113,2004,0,1.663261636,1.199575684,-0.471366522,-0.007680571
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,50,,Gloria Koussihouede,BEN,4/4/1987,Benin,17-137,90.9,,100,1.100110011,2004,0,1.663261636,1.108910663,-0.563151625,-0.008800652
OG,19/08/2004,Olympic Games,Swimming,100m,FRS,F,51,,Melanie Marshall,ENG,12/1/1982,Great Britain,22-220,,,100,,2004,0,1.663261636,1.663261636,,
RegCh,16/05/2004,Oceania Championships,Swimming,100m,FRS,F,1,G,Alison Fitch,NZL,18/02/1980,New Zealand,24-088,57.54,,100,1.737921446,2004,0,1.663261636,1.763912266,0.07465981,-0.02599082
RegCh,16/05/2004,Oceania Championships,Swimming,100m,FRS,F,2,S,Danni Miatke,AUS,29/11/1987,Australia,16-169,57.62,,100,1.735508504,2004,0,1.663261636,1.734086668,0.072246868,0.001421836
RegCh,16/05/2004,Oceania Championships,Swimming,100m,FRS,F,3,B,Alicia Coutts,AUS,14/09/1987,Australia,16-245,57.8,,100,1.730103806,2004,0,1.663261636,1.80611404,0.066842171,-0.076010234
RegCh,12/5/2004,European Championships,Swimming,100m,FRS,F,1,G,Malia Metella,FRA,23/02/1982,France,22-079,54.46,,100,1.836210062,2004,0,1.663261636,1.826618411,0.172948427,0.009591651
RegCh,12/5/2004,European Championships,Swimming,100m,FRS,F,2,S,Marleen Veldhuis,NED,29/06/1979,Netherlands,24-318,54.86,,100,1.822821728,2004,0,1.663261636,1.833270492,0.159560093,-0.010448764
RegCh,12/5/2004,European Championships,Swimming,100m,FRS,F,3,B,Nery-Mantey Niangkouara,GRE,14/03/1983,Greece,21-059,55.05,,100,1.816530427,2004,0,1.663261636,1.801008172,0.153268791,0.015522255
RegCh,11/8/2003,Pan American Games,Swimming,100m,FRS,F,1,G,Courtney Shealy,USA,12/12/1977,United States,25-242,55.61,,100,1.798237727,2004,3,1.654903589,1.795360842,0.143334138,0.002876885
RegCh,11/8/2003,Pan American Games,Swimming,100m,FRS,F,2,S,Florencia Szigeti,ARG,8/7/1981,Argentina,22-034,55.92,,100,1.788268956,2004,3,1.654903589,1.761028532,0.133365367,0.027240424
RegCh,11/8/2003,Pan American Games,Swimming,100m,FRS,F,2,S,Christina Swindle,USA,,United States,,55.92,,100,1.788268956,2004,3,1.654903589,1.785599344,0.133365367,0.002669612
WCh,25/07/2003,World Championships,Swimming,100m,FRS,F,1,G,Hanna-Maria Seppälä,FIN,13/12/1984,Finland,18-224,54.37,,100,1.839249586,2004,3,1.654903589,1.779587852,0.184345997,0.059661735
WCh,25/07/2003,World Championships,Swimming,100m,FRS,F,2,S,Jodie Henry,AUS,17/11/1983,Australia,19-250,54.58,,100,1.832172957,2004,3,1.654903589,1.836044295,0.177269368,-0.003871338
WCh,25/07/2003,World Championships,Swimming,100m,FRS,F,3,B,Jenny Thompson,USA,26/02/1973,United States,30-149,54.65,,100,1.829826167,2004,3,1.654903589,1.818588699,0.174922578,0.011237468
WCh,25/07/2003,World Championships,Swimming,100m,FRS,F,4,,Alena Popchanka,FRA,28/07/1979,Belarus,23-362,54.79,,100,1.825150575,2004,3,1.654903589,1.806840503,0.170246986,0.018310072
WCh,25/07/2003,World Championships,Swimming,100m,FRS,F,5,,Libby Trickett,AUS,28/01/1985,Australia,18-178,54.82,,100,1.824151769,2004,3,1.654903589,1.84175147,0.169248181,-0.017599701
WCh,25/07/2003,World Championships,Swimming,100m,FRS,F,6,,Martina Moravcova,SVK,16/01/1976,Slovakia,27-190,54.86,,100,1.822821728,2004,3,1.654903589,1.801180307,0.167918139,0.021641421
WCh,25/07/2003,World Championships,Swimming,100m,FRS,F,7,,Antje Buschschulte,GER,27/12/1978,Germany,24-210,54.91,,100,1.821161901,2004,3,1.654903589,1.80997995,0.166258313,0.011181951
WCh,25/07/2003,World Championships,Swimming,100m,FRS,F,8,,Marleen Veldhuis,NED,29/06/1979,Netherlands,24-026,55.17,,100,1.8125793,2004,3,1.654903589,1.824058134,0.157675712,-0.011478834
Local,6/4/2003,Duel in the Pool,Swimming,100m,FRS,F,1,G,Libby Trickett,AUS,28/01/1985,Australia,18-068,54.71,,100,1.827819411,2004,3,1.654903589,1.84175147,0.172915823,-0.013932059
Local,6/4/2003,Duel in the Pool,Swimming,100m,FRS,F,2,S,Jenny Thompson,USA,26/02/1973,United States,30-039,55,,100,1.818181818,2004,3,1.654903589,1.818588699,0.163278229,-0.00040688
Local,6/4/2003,Duel in the Pool,Swimming,100m,FRS,F,3,B,Alice Mills,AUS,23/05/1986,Australia,16-318,55.53,,100,1.800828381,2004,3,1.654903589,1.809718008,0.145924792,-0.008889627
RegCh,2/10/2002,Asian Games,Swimming,100m,FRS,F,1,G,Xu Yanwei,CHN,14/06/1984,China,18-110,54.92,,100,1.820830299,2004,2,1.652305617,1.796903859,0.168524682,0.02392644
RegCh,2/10/2002,Asian Games,Swimming,100m,FRS,F,2,S,Yang Yu,CHN,6/2/1985,China,17-238,55.51,,100,1.801477211,2004,2,1.652305617,1.79847828,0.149171595,0.002998931
RegCh,2/10/2002,Asian Games,Swimming,100m,FRS,F,2,S,Tomoko Nagai,JPN,10/5/1981,Japan,21-145,55.51,,100,1.801477211,2004,2,1.652305617,1.785818593,0.149171595,0.015658618
RegCh,29/08/2002,Pan Pacific Championships,Swimming,100m,FRS,F,1,G,Natalie Coughlin,USA,23/08/1982,United States,20-006,53.99,,100,1.852194851,2004,2,1.652305617,1.815174472,0.199889234,0.037020379
RegCh,29/08/2002,Pan Pacific Championships,Swimming,100m,FRS,F,2,S,Jodie Henry,AUS,17/11/1983,Australia,18-285,54.55,,100,1.833180568,2004,2,1.652305617,1.833161957,0.180874952,1.86113E-05
RegCh,29/08/2002,Pan Pacific Championships,Swimming,100m,FRS,F,3,B,Jenny Thompson,USA,26/02/1973,United States,29-184,54.75,,100,1.826484018,2004,2,1.652305617,1.815733763,0.174178402,0.010750255
RegCh,18/08/2002,African Championships,Swimming,100m,FRS,F,1,G,Candice Crafford,RSA,,South Africa,,59.31,,100,1.686056314,2004,2,1.652305617,1.685399278,0.033750698,0.000657037
RegCh,18/08/2002,African Championships,Swimming,100m,FRS,F,2,S,Salma Zeinhom,EGY,,Egypt,,59.67,,100,1.675884029,2004,2,1.652305617,1.675426376,0.023578412,0.000457653
RegCh,18/08/2002,African Championships,Swimming,100m,FRS,F,3,B,Riham Khaled,EGY,,Egypt,,60.06,,100,1.665001665,2004,2,1.652305617,1.664756021,0.012696048,0.000245644
CG,1/8/2002,Commonwealth Games,Swimming,100m,FRS,F,1,G,Jodie Henry,AUS,17/11/1983,Australia,18-257,55.45,,100,1.80342651,2004,2,1.652305617,1.833161957,0.151120894,-0.029735447
CG,1/8/2002,Commonwealth Games,Swimming,100m,FRS,F,2,S,Helene Muller,RSA,25/04/1978,South Africa,24-098,55.6,,100,1.798561151,2004,2,1.652305617,1.773762173,0.146255534,0.024798978
CG,1/8/2002,Commonwealth Games,Swimming,100m,FRS,F,3,B,Karen Legg,ENG,3/6/1978,Great Britain,24-059,55.86,,100,1.79018976,2004,2,1.652305617,1.787426161,0.137884143,0.002763599
RegCh,31/07/2002,European Championships,Swimming,100m,FRS,F,1,G,Franziska Van Almsick,GER,5/4/1978,Germany,24-117,54.39,,100,1.838573267,2004,2,1.652305617,1.819272654,0.18626765,0.019300613
RegCh,31/07/2002,European Championships,Swimming,100m,FRS,F,2,S,Martina Moravcova,SVK,16/01/1976,Slovakia,26-196,54.61,,100,1.831166453,2004,2,1.652305617,1.798352701,0.178860836,0.032813752
RegCh,31/07/2002,European Championships,Swimming,100m,FRS,F,3,B,Alena Popchanka,FRA,28/07/1979,Belarus,23-003,54.62,,100,1.830831197,2004,2,1.652305617,1.804004011,0.178525581,0.026827187
WCh,25/07/2001,World Championships,Swimming,100m,FRS,F,1,G,Inge de Bruijn,NED,24/08/1973,Netherlands,27-335,54.18,,100,1.84569952,2004,1,1.657847089,1.826655813,0.187852431,0.019043708
WCh,25/07/2001,World Championships,Swimming,100m,FRS,F,2,S,Katrin Meissner,GER,17/01/1973,Germany,28-189,55.07,,100,1.81587071,2004,1,1.657847089,1.818171717,0.158023621,-0.002301007
WCh,25/07/2001,World Championships,Swimming,100m,FRS,F,3,B,Sandra Völker,GER,1/4/1974,Germany,27-115,55.11,,100,1.814552713,2004,1,1.657847089,1.810133983,0.156705623,0.00441873
WCh,25/07/2001,World Championships,Swimming,100m,FRS,F,4,,Martina Moravcova,SVK,16/01/1976,Slovakia,25-190,55.12,,100,1.814223512,2004,1,1.657847089,1.804383983,0.156376423,0.009839529
WCh,25/07/2001,World Championships,Swimming,100m,FRS,F,5,,Alena Popchanka,FRA,28/07/1979,Belarus,21-362,55.19,,100,1.81192245,2004,1,1.657847089,1.810054247,0.15407536,0.001868203
