tripduration,startstationid,endstationid,bikeid
780,304,308,15183
1967,316,521,16120
407,223,497,15967
738,507,440,18000
62,394,394,15899
341,382,380,16408
1397,352,382,19066
1158,128,495,18659
1104,284,363,15959
474,459,434,19827
265,293,433,17808
271,329,327,17011
699,400,324,18202
684,415,473,17473
299,293,445,19212
779,411,428,14885
940,383,438,19228
872,540,293,15189
580,518,477,20231
296,509,387,19778
266,310,323,18379
412,486,477,20379
2321,79,325,20132
794,457,367,15656
736,434,348,20318
463,394,311,19141
1041,422,462,16816
913,445,474,17599
1325,410,403,20110
373,3002,368,19606
682,527,521,16599
341,504,497,20373
1571,510,161,16843
970,504,164,16679
566,347,446,15749
525,497,168,17996
663,504,375,14726
1796,440,225,18283
602,520,529,19789
205,345,435,14940
530,161,466,15993
1646,389,537,17002
1756,284,469,20196
405,477,478,20568
723,284,237,15030
839,2006,2006,16090
402,229,382,20380
219,304,304,17329
267,236,229,14833
655,368,257,16367
478,358,164,16810
315,323,262,17428
259,485,492,17893
450,433,349,15601
327,336,483,16659
1299,427,348,18193
628,347,252,15457
737,367,477,20582
233,284,284,16436
254,280,345,16785
758,382,529,18976
1542,427,458,18033
422,327,363,19991
567,369,293,14898
1157,392,492,16905
551,419,293,19110
688,515,212,19745
1328,195,356,17416
407,463,369,19162
502,349,445,19999
348,484,456,15119
1019,494,358,18850
787,459,546,18660
336,326,301,17058
532,402,401,16441
524,517,538,16483
818,327,303,16912
220,293,280,17043
1395,497,224,18247
693,522,492,14798
935,536,477,19673
481,316,147,15314
335,545,475,14970
149,462,79,19091
321,379,546,19986
468,346,375,19202
309,521,488,16796
1303,477,458,17735
302,116,462,18489
471,284,402,19019
1957,323,450,17405
1676,488,363,18353
394,251,128,20303
952,406,386,15998
1399,2008,440,17616
755,268,251,15024
468,468,529,14991
414,510,529,15416
757,434,293,14781
247,469,72,17354
453,505,528,17391
238,546,528,15062
1091,488,456,19871
225,466,447,17384
573,504,317,17216
257,400,266,18682
1038,268,345,17609
290,493,318,14541
878,305,280,15273
369,253,444,16514
429,470,516,15719
494,474,485,16203
715,492,493,15645
579,327,316,17154
691,414,417,14811
720,509,488,19338
548,357,511,15940
581,438,247,17979
1630,2006,2006,20261
1062,386,433,16923
280,236,432,16761
1602,2006,2006,19577
627,468,173,19969
600,529,352,17277
1188,412,444,15028
179,461,476,17283
559,432,356,14936
703,515,509,19285
778,536,503,18881
308,394,428,20079
289,304,417,15539
388,296,412,19101
509,546,435,16130
352,153,267,19707
535,435,379,19945
745,359,237,16611
1309,264,265,17865
979,332,323,19240
383,521,536,17230
400,348,146,20271
457,438,410,18156
1345,411,402,15080
807,310,296,18982
298,345,345,18572
347,500,520,16227
473,330,327,16981
673,312,225,19096
462,284,512,14994
1830,540,437,14971
1732,498,307,16103
912,368,268,17537
517,310,416,16887
343,345,345,20565
300,447,468,14982
306,238,317,19155
410,402,334,15025
324,480,486,15150
579,345,489,14909
160,465,490,16913
64,350,350,15329
213,79,456,18705
245,347,346,15828
932,480,318,15732
933,480,318,16768
384,472,496,18851
610,404,375,20369
940,504,533,16196
919,290,382,16178
690,430,354,15736
369,477,153,15487
1735,168,490,16676
444,355,324,19714
595,357,472,20251
767,509,479,15451
892,525,247,14953
814,360,360,16956
235,345,497,15985
707,312,368,18533
781,456,537,14839
378,284,284,15101
597,168,494,17773
648,456,472,15079
816,546,168,18989
474,312,253,16869
1026,339,486,19771
368,433,347,17808
748,516,475,19924
693,329,358,15453
678,441,153,19164
791,434,280,19827
323,348,329,18086
1154,308,72,15183
1033,339,521,14744
321,294,475,15961
687,520,492,20506
239,147,445,17485
1927,508,426,19471
1119,327,352,19085
347,290,518,15350
256,150,317,14929
1359,308,511,16909
755,526,164,19574
1894,508,426,18219
921,454,504,20246
149,497,537,15136
313,152,285,19149
895,531,539,18763
535,347,487,19900
381,493,529,15685
582,383,290,17798
509,520,484,17192
282,336,375,19222
715,375,433,14726
393,329,347,16495
377,252,284,19684
654,474,324,15184
228,352,79,20282
528,380,439,19739
498,520,484,18282
2047,448,444,15568
928,152,507,15641
828,384,310,19171
535,522,493,15512
186,329,276,19007
407,500,486,18480
1007,523,237,18508
1069,263,532,18993
407,223,380,20123
569,355,342,17366
1072,515,2012,14852
1003,173,489,15013
554,518,307,17815
1409,367,334,16480
703,367,285,17171
2271,285,485,16569
856,352,334,15465
1482,468,472,14982
522,476,521,15978
438,173,492,15016
1777,417,509,19744
429,375,251,15897
3054,368,228,16485
1060,515,427,18314
582,519,305,16217
310,455,442,19661
352,264,168,20280
263,128,303,19147
942,253,477,17054
378,401,268,15836
1267,238,238,14895
346,401,268,17879
468,463,521,14738
408,79,116,20085
824,352,501,17925
1207,534,348,14880
777,402,433,14935
674,345,486,20565
184,472,528,17950
536,379,450,16063
229,470,446,16604
783,257,293,16918
525,293,433,15189
594,510,362,18427
720,475,521,19080
364,501,367,17016
476,250,433,14926
501,461,519,14795
1487,320,358,18519
365,357,438,18384
317,261,430,19503
964,439,521,20538
658,386,356,19599
1161,324,450,19313
410,318,546,16588
328,318,538,18117
868,295,328,14632
341,243,492,18776
1470,320,337,18951
89,260,337,18842
1267,456,305,15422
526,116,523,19605
1070,545,444,15068
723,228,477,14944
856,520,281,16227
405,352,318,17648
514,478,490,20568
607,345,486,16785
991,223,515,15849
614,345,486,18572
359,510,450,20240
607,501,290,18459
820,536,434,18120
207,276,392,15198
565,347,336,17531
419,386,417,15786
1234,498,323,20536
574,337,479,14555
677,402,151,19019
510,168,433,18504
497,280,284,17043
566,522,285,19809
642,440,472,16964
577,293,546,18341
816,527,326,15282
908,303,334,15810
906,417,531,17425
1137,411,250,19756
311,223,435,16915
863,350,350,18101
627,440,492,16216
591,484,490,20518
537,402,336,15640
373,456,281,15762
988,325,504,17073
1150,426,478,17386
288,497,482,15967
1177,432,442,16761
654,334,253,17541
1237,79,439,15702
836,317,291,17216
595,505,484,19219
339,495,529,18898
448,477,525,17252
387,244,384,18550
1444,448,463,15208
948,405,478,16830
413,465,486,18173
340,440,454,15553
885,538,537,20057
2217,304,477,16310
1422,478,294,14985
1821,450,519,17632
80,79,285,18615
723,518,477,18626
251,382,254,19903
585,456,379,18466
1007,306,511,18463
223,446,453,20118
834,345,505,20297
1054,301,460,15861
430,328,417,18109
1017,468,434,17513
1402,410,460,18156
600,263,342,16200
485,440,533,18011
855,477,489,20582
699,260,361,16868
978,445,303,19212
138,237,236,16428
770,253,147,14720
424,363,438,17404
454,285,435,16427
904,174,495,16876
116,264,415,16115
1052,347,540,16516
2304,347,467,19489
163,430,321,20127
354,528,459,17391
180,534,315,17977
833,150,150,17855
330,173,456,20149
71,336,336,15665
408,497,459,16231
460,405,252,16803
440,128,335,14646
859,484,294,15448
676,505,509,17859
653,486,318,15837
487,351,363,16075
62,334,334,15025
1608,408,306,20087
612,324,363,19714
654,305,498,18185
912,527,403,20097
1681,369,369,20047
537,403,323,15491
127,512,521,16334
1491,360,326,16518
899,456,457,15628
346,469,337,20571
435,507,528,15261
575,459,448,17131
209,447,480,15799
811,492,2022,14808
613,519,464,18849
991,305,529,15908
1300,305,521,19819
696,484,478,20370
616,303,349,17764
1143,318,346,14541
866,151,482,20176
1378,469,293,16430
1064,546,479,18154
439,336,458,15510
493,525,267,18686
963,401,249,16441
2221,247,493,17979
649,382,459,20380
1062,427,238,15250
795,510,492,15891
911,464,447,16874
1264,195,401,17812
1064,534,534,16933
628,444,528,18946
1372,351,297,19480
701,456,529,20516
636,345,317,19069
1116,337,401,17679
437,2006,290,19950
558,534,417,17913
564,393,450,17358
409,257,268,19131
817,448,164,18806
665,377,236,16664
696,483,307,17912
234,446,521,16193
1403,464,406,14901
835,402,167,17663
280,466,439,19632
1158,304,225,19582
475,147,324,15314
1656,464,331,16759
991,383,433,18847
511,510,457,15624
837,167,512,17516
653,442,334,16045
169,174,342,15483
168,417,147,17642
374,347,358,17538
651,79,116,15700
608,127,2008,17188
613,352,454,20596
908,167,477,19420
543,513,488,18673
1877,493,387,16584
1432,459,251,16464
415,334,426,15025
489,440,507,15536
10913,529,529,18738
1911,519,317,16385
996,439,439,19739
289,360,351,19645
447,228,484,15462
1113,285,247,18615
760,325,510,16781
357,498,540,19659
306,520,153,17826
231,538,318,16483
1512,427,262,18145
944,517,161,17281
360,346,168,17417
731,486,494,19570
585,510,521,15805
494,446,419,16088
264,422,352,15152
399,319,264,17387
253,306,195,16235
576,422,514,18119
524,228,447,19541
1511,465,79,20563
930,477,305,17478
355,293,324,14781
1001,290,297,17124
1477,128,128,16668
527,507,496,15987
770,546,477,19986
742,313,310,17496
887,485,439,16931
968,504,466,19627
874,281,359,16728
527,236,265,17483
1580,396,278,18089
965,2004,116,19485
1329,534,470,19009
571,359,492,17323
500,500,477,17983
802,478,116,19161
972,468,257,15446
806,524,448,16142
1022,525,499,19415
510,3002,253,20361
1301,83,389,17976
553,414,157,17510
896,500,476,19794
184,496,446,18851
900,501,394,19689
371,444,280,18419
365,267,472,19505
2630,419,419,15683
759,352,526,17277
255,466,486,15993
385,361,386,16463
364,306,259,20564
434,520,336,20339
472,510,267,18908
1704,536,147,16885
864,346,497,16274
641,390,467,18172
566,147,358,19143
518,456,477,15119
1000,463,426,15864
496,534,305,15688
970,330,417,16491
696,355,293,19731
464,519,492,16148
638,486,523,17896
1019,153,153,18294
502,301,293,16213
690,521,453,14909
2329,386,529,17259
641,465,537,18830
1198,167,538,19641
539,517,477,18291
824,501,394,17418
10731,529,164,14991
509,2003,468,16194
1337,468,383,19579
384,324,83,16129
501,153,490,15487
578,466,485,19098
893,519,402,19678
554,517,382,14767
414,408,307,14614
895,466,519,18837
1111,116,363,17108
483,323,323,19240
439,404,347,19992
680,524,494,19925
627,423,2012,19238
1135,352,509,16580
319,485,492,16323
472,394,536,17097
751,195,329,20214
631,517,345,18336
563,518,477,15564
622,497,379,18836
537,504,527,20246
1483,508,2008,18070
989,488,444,19338
386,383,284,15657
491,507,442,19704
351,127,375,18534
1267,510,472,18350
1233,458,337,18033
1183,337,285,19634
669,417,346,15233
713,511,229,15940
1655,466,529,20330
997,439,375,19632
671,423,362,19826
544,383,305,19929
1554,167,151,18390
849,462,247,15328
422,236,410,16428
345,497,447,20373
622,531,475,18021
1040,367,490,19842
2039,484,345,14949
371,294,128,18652
802,484,223,17160
990,475,477,15230
1527,167,151,15790
1394,247,469,18306
418,366,445,20027
2164,431,521,19355
974,329,368,18086
413,510,456,15059
1653,360,322,15113
916,352,477,18267
446,494,511,17773
462,446,537,16604
1027,427,224,17285
892,290,325,16087
326,335,251,16091
373,526,476,17033
1586,360,322,16994
1269,195,297,18217
669,490,525,15887
619,472,455,15859
312,493,479,15512
455,257,417,18563
1799,391,314,20036
1000,329,308,15165
133,417,147,15539
390,359,160,14759
1191,195,433,16235
944,456,447,18705
403,284,483,19684
1453,352,379,17886
456,446,254,18851
564,475,334,15961
773,462,247,18587
733,521,402,19297
287,520,522,14575
405,390,271,19113
498,212,521,15865
1225,523,457,19605
901,423,521,17646
1023,447,490,19167
2024,430,519,19503
1120,484,475,18877
432,497,435,14913
700,417,308,20523
566,462,253,16816
2169,195,387,15154
413,241,365,19324
544,357,435,19216
614,492,326,16905
361,320,195,19056
255,329,340,15413
1327,305,379,15157
856,520,488,16420
679,484,385,18544
238,482,434,16527
642,536,522,17230
405,318,492,18200
592,167,402,14948
321,173,508,18774
301,493,450,18889
1165,510,368,16223
749,295,501,16150
759,359,422,17548
387,387,351,17995
1187,306,476,20146
1133,360,433,16472
73,398,398,18137
673,392,337,15198
1125,332,537,17687
789,465,507,19500
887,225,276,18793
837,435,2004,17588
1198,380,318,18639
401,546,379,16588
1154,435,515,14832
1524,229,448,14833
1177,327,428,16689
483,318,500,16768
283,351,316,19142
653,330,337,18052
709,367,388,19784
70,531,531,15315
943,497,477,18144
2001,147,490,14900
1692,469,479,20196
633,447,363,15120
381,382,482,17692
674,523,519,18375
531,523,490,17563
584,375,428,20369
801,322,366,14837
795,358,468,18850
1386,305,341,16840
545,380,2004,20123
527,375,237,18593
234,357,352,18044
512,479,514,18746
429,307,330,18771
1687,385,2004,16601
568,304,264,16965
1162,259,545,18586
333,459,285,15348
257,174,528,18277
566,297,455,20263
1888,304,326,20619
820,456,212,20149
832,517,470,16972
367,458,386,15510
410,500,529,18522
954,526,487,15245
326,318,479,16344
1380,472,485,19268
408,320,327,17435
824,517,504,17028
848,532,282,18993
1372,493,499,15645
462,318,490,15837
708,195,400,15820
455,264,417,17244
4903,359,497,15053
436,376,417,17728
1628,417,519,17475
1017,352,2021,15152
1992,468,500,15339
639,488,434,18834
176,446,334,15525
2322,260,290,20371
1612,478,433,18932
571,360,320,18657
560,314,261,19498
1124,330,467,19664
745,285,393,17171
2487,497,2006,17257
677,311,303,20054
1064,510,540,18505
1648,259,519,20505
977,522,380,15497
1009,160,357,15279
643,533,498,15044
485,402,521,15080
626,510,538,16241
427,512,267,14994
308,524,490,17637
403,398,406,15047
886,426,446,20078
846,490,174,19330
471,497,537,15962
2311,318,480,17648
339,352,295,16459
753,546,303,16140
323,128,294,18259
534,533,223,16196
993,445,379,19247
4473,440,496,17713
450,195,309,16978
524,168,546,18989
769,517,348,17089
930,327,161,17308
980,2012,305,14852
581,382,266,18135
1680,260,504,17506
1067,493,225,19251
651,249,360,19280
1311,367,529,15452
900,377,470,19040
356,531,342,17914
794,408,265,16164
515,494,388,17969
1286,523,515,17057
470,524,2006,15017
1691,448,330,18236
649,236,237,15637
982,342,285,15483
989,164,511,20579
603,347,340,19107
1748,479,363,15451
808,546,317,17920
416,267,519,15192
178,335,3002,18115
2041,173,342,19969
525,523,444,18600
1504,490,268,20018
352,538,519,16669
1984,391,328,19957
294,195,417,19118
300,116,521,19725
602,444,519,17472
566,359,528,14827
400,490,442,20518
726,475,523,14970
610,352,505,15123
1260,521,253,17374
822,268,276,19131
717,382,375,20307
1850,457,523,15624
908,401,346,15800
427,368,447,18533
3228,474,402,15180
5304,72,250,15183
1287,444,317,18275
860,2006,2006,15500
350,523,448,16083
889,474,504,18460
324,173,515,20575
898,517,468,15264
440,483,375,15840
217,402,72,16911
689,341,531,15349
889,276,415,16317
1403,474,319,19951
3523,480,466,15799
772,150,252,17855
1198,489,377,20582
203,442,507,19661
486,252,496,15472
461,484,537,15190
203,528,507,15261
303,526,444,18546
1780,267,332,19707
934,367,325,14968
893,517,495,18174
404,509,482,17859
823,486,317,17008
1083,335,519,14646
705,458,487,17602
799,280,330,19827
683,533,537,17682
1181,525,497,19511
312,428,393,20079
400,355,306,19855
480,79,251,16084
877,362,285,18427
423,537,444,17002
799,318,2023,20042
347,285,237,19809
243,520,318,17474
714,475,127,17899
1299,525,455,20025
524,2012,116,18655
3191,290,479,15824
480,533,444,17052
277,444,497,16864
328,497,116,18488
163,437,480,17555
1126,427,515,18314
77,376,316,17105
2621,477,363,17983
617,358,320,14821
931,247,316,16155
396,153,490,19164
502,271,354,16680
228,440,518,19724
747,516,435,16935
579,318,477,19034
1729,293,316,16247
373,415,363,17518
556,505,293,20297
528,404,462,17951
753,522,475,18677
541,390,467,17685
146,367,359,19387
235,521,489,16526
539,536,519,17097
347,546,519,18221
367,453,404,20118
688,430,307,18344
811,496,403,19656
1231,408,2021,14984
711,455,459,17758
439,500,153,16021
344,320,417,19527
370,345,405,17609
548,310,397,20592
685,379,540,19374
221,238,404,14895
371,418,242,16827
4375,456,79,14799
1217,525,358,19057
347,533,490,19674
787,525,450,16212
1093,153,482,16576
1442,486,305,18173
1035,412,254,14864
461,297,453,16343
731,212,320,16025
573,519,501,18674
785,79,521,20282
907,127,250,19523
651,228,477,18795
610,521,546,19512
498,237,497,18508
1749,323,127,19240
332,264,417,18266
1562,521,432,15285
566,376,340,16077
423,359,464,18047
1744,195,387,19056
564,294,251,15114
211,264,337,15928
1553,427,524,18493
429,345,459,19438
138,459,334,20524
1274,306,417,15621
889,316,127,16004
489,477,509,20359
672,486,79,15993
746,465,475,16067
734,79,521,17534
880,482,305,15560
955,444,515,19791
375,533,490,17594
357,323,294,15484
1408,485,146,17712
400,329,387,16438
641,447,151,20373
728,478,328,17386
1195,303,358,17904
378,404,446,19362
1634,538,317,15901
791,264,393,17522
772,293,72,16014
4751,309,497,18497
868,498,497,18185
1437,472,296,16964
438,345,377,17911
1182,303,358,18702
934,518,401,15350
382,259,534,19025
392,281,468,14806
230,296,386,18728
1979,352,327,15587
785,2004,487,15494
510,465,450,15706
761,521,495,20168
2094,525,403,19861
316,485,519,18223
687,524,167,19364
868,440,479,19180
721,474,507,17213
4349,167,439,19478
432,484,477,18368
413,490,524,17637
1669,525,363,19429
2336,390,83,15604
120,362,362,18171
1404,510,312,16781
679,500,456,16546
1249,249,430,16441
503,375,326,19109
1346,2006,2006,16339
500,435,242,14913
666,352,168,18912
428,472,379,15513
600,536,290,14906
1054,455,394,20192
929,522,504,14575
1905,459,304,17063
883,521,485,20598
1580,228,350,19328
623,526,510,17277
1151,440,423,17593
184,519,160,14940
278,326,297,15282
1734,127,323,19152
924,522,529,19556
693,346,128,16796
681,489,402,20275
773,486,423,18480
1138,284,426,15374
2368,525,439,16131
975,472,301,14982
533,367,495,15656
582,290,501,16806
1314,447,346,19541
1218,303,212,16613
549,475,435,14890
751,350,368,15329
1031,515,528,15849
674,496,403,14819
665,490,546,16676
779,357,459,16079
958,457,318,15628
242,348,348,15026
450,228,528,16930
476,516,528,15791
402,433,297,18504
209,369,332,19162
496,455,385,14766
307,456,510,15059
244,72,160,17354
366,345,247,18336
346,450,477,19313
814,534,331,18068
302,525,488,17252
300,479,447,15512
532,518,545,19724
7357,164,349,17633
419,212,79,18472
208,450,495,17405
1119,291,363,17216
940,2004,504,16555
581,455,485,14645
1963,468,152,16194
440,327,329,16337
292,433,237,14779
770,525,490,20586
493,444,519,15846
970,360,405,16452
1565,195,387,17686
394,79,348,15440
364,455,385,18734
1966,477,247,18873
267,519,153,16123
1187,293,519,15133
446,406,314,20559
986,523,476,17952
330,352,456,17872
2012,79,487,19091
749,525,490,17046
1954,477,247,17054
297,362,526,17326
447,380,433,17440
988,228,482,14571
95,510,352,16136
626,303,368,18025
154,509,462,16987
1639,484,490,19219
1991,79,426,17119
1991,79,152,19395
911,482,469,15967
724,304,308,15981
1490,319,325,20144
399,335,328,17064
943,433,308,14926
507,465,495,19553
1666,337,383,19563
412,507,167,18188
1324,195,212,18668
236,329,320,15975
3334,274,464,19112
660,484,305,15462
1981,79,426,18478
247,168,497,17417
519,504,382,15968
661,352,477,18571
918,2008,514,17188
1037,536,487,18410
415,2004,519,20123
696,327,324,18866
210,311,356,15649
327,263,250,17342
443,435,485,16915
758,430,397,16919
1670,281,329,16792
844,320,475,18796
272,466,540,16818
559,527,326,18424
300,475,496,18157
604,303,369,19212
507,427,327,15139
445,531,458,16590
224,325,509,20132
664,116,474,18110
315,318,160,18937
377,173,388,15058
749,484,528,17817
2290,485,467,19098
1562,340,486,15413
678,483,509,16821
338,358,377,19335
263,497,508,20234
405,483,174,16659
1226,318,79,17709
733,538,514,18117
270,167,528,18689
1334,455,457,16691
744,306,147,19855
240,294,445,15448
623,521,446,17882
1457,319,472,15647
264,490,489,19674
1033,377,325,16379
222,218,298,18799
536,251,445,15024
203,228,318,18859
452,345,326,14554
387,323,237,20536
827,355,470,19803
832,455,290,18559
972,523,435,14785
558,365,262,15776
377,284,293,15657
2125,195,461,16482
484,505,2006,20331
336,318,469,14792
1159,524,116,15709
1143,479,472,19898
1897,367,327,17214
772,359,514,19387
1512,290,284,18459
3032,388,72,19784
1285,481,418,17402
1119,375,528,20587
1507,147,358,15238
315,496,422,15472
411,284,294,20082
698,445,237,19509
56374,440,281,19648
1088,538,505,16241
1447,470,510,14740
675,463,477,20241
357,510,479,18358
5541,521,345,19819
527,310,416,19171
4334,334,395,18366
1331,490,358,20568
368,348,358,18062
769,442,254,20518
668,426,405,19471
527,427,330,15239
845,352,362,15506
247,375,161,16312
711,448,459,19423
683,153,252,16021
768,524,521,17142
679,327,324,14951
451,380,405,20175
542,440,352,18167
673,232,417,18816
894,492,388,17944
229,375,161,19202
1556,195,258,18176
673,368,406,18990
651,468,488,14806
1103,507,303,19500
494,362,318,19042
1557,360,501,19020
534,400,511,15043
562,303,293,19558
1385,538,445,18001
1028,386,332,15218
642,473,332,17961
654,515,325,20575
433,501,537,19229
722,323,537,19671
520,522,529,15102
488,435,489,16667
552,525,529,15887
504,410,408,16428
526,520,529,18211
1452,468,504,18850
287,489,442,15013
475,507,403,15536
890,316,304,17154
526,426,358,14563
2123,456,367,19871
426,362,318,15907
1942,499,477,19415
1185,328,521,14632
912,309,307,20195
400,164,501,19574
38138,500,529,16768
870,327,358,18278
430,360,417,17007
487,252,268,17532
399,334,402,15810
727,386,483,16463
359,498,224,18394
2240,482,444,17692
274,281,265,15735
2318,324,385,15314
704,320,367,17695
840,496,439,16901
963,308,430,18887
174,249,320,16908
293,290,164,15358
853,293,379,16213
297,303,128,15466
1016,453,263,16343
1654,320,147,18657
300,533,524,18011
752,510,379,19828
950,349,509,15601
596,431,481,18922
426,390,271,18242
1154,417,310,18448
670,305,540,16217
173,276,319,18793
865,359,490,18268
305,438,439,18384
264,498,462,15044
332,359,518,19431
1035,517,335,19962
1023,151,254,15433
519,432,483,17923
861,507,229,14937
665,267,497,18908
545,330,439,18896
2436,320,508,18292
486,361,438,17838
883,520,345,17045
855,507,229,19661
1154,520,459,19460
101,306,376,20087
1444,363,546,18353
1203,517,514,17870
382,326,403,19109
1833,304,2004,18872
172,486,402,15953
122,173,450,17779
461,360,355,20060
215,329,426,16337
1164,254,517,18851
458,526,334,19679
375,510,477,15059
773,485,388,18074
1086,509,323,20359
444,538,469,19641
441,522,524,16866
4998,260,403,15393
683,472,433,19363
1254,412,216,18547
1207,446,350,17718
366,377,152,19335
217,439,432,17704
1042,426,375,18219
400,382,438,15749
302,311,456,15599
522,239,143,15203
753,478,517,16830
739,415,257,17990
1971,477,497,15169
225,546,527,19499
1605,345,290,19140
1241,468,519,15264
1338,382,540,20161
647,472,465,19505
285,471,2002,18248
451,469,501,14792
1418,147,458,19170
555,168,346,17996
875,501,356,17256
726,150,419,17821
1719,472,291,14874
1098,529,492,19944
334,475,545,18985
629,195,79,15385
1593,195,521,14665
971,352,514,16872
987,284,268,17711
613,318,501,19727
1464,488,265,18673
898,173,507,14871
390,369,503,15943
677,426,253,15025
472,496,482,15779
908,485,393,16915
550,369,402,20047
688,153,446,17660
502,484,518,19728
848,466,518,19226
515,167,498,19364
4478,248,258,18498
948,152,285,16646
265,521,521,14744
702,359,392,19857
624,243,450,15363
390,330,307,18771
1344,498,410,18530
424,323,358,18046
1150,387,279,14796
209,83,521,17076
1325,510,490,18349
583,153,254,16123
648,168,521,18477
1817,427,490,16508
228,168,146,20280
1326,388,317,16179
1239,327,521,19337
114,528,528,15062
488,402,223,16563
390,280,358,15273
4776,375,389,15840
704,510,514,15868
847,225,515,18397
456,348,358,15026
1041,224,540,18843
1149,482,501,19620
581,212,404,20149
521,2008,79,16059
531,503,433,18881
227,224,360,17285
1015,327,462,18442
1040,319,401,17924
756,448,167,16142
505,446,405,20078
350,173,488,16209
1163,456,462,17872
155,387,417,15570
1364,478,469,17852
465,236,307,15077
724,494,280,17139
2443,484,489,18196
1164,520,236,20154
164,447,518,20203
505,485,435,16203
439,368,293,15329
1108,402,501,19678
692,327,303,15144
439,388,468,15058
733,257,252,15829
1025,195,428,18376
1949,161,454,16843
523,497,250,18508
437,450,368,20225
321,79,463,20563
1216,363,312,16075
292,447,388,15512
451,537,501,15997
1480,488,445,16420
1261,79,267,18472
207,472,519,15660
540,500,485,16637
7936,259,534,18300
869,319,294,19770
425,483,445,15201
2254,297,337,18543
596,526,501,17326
2283,474,306,20135
457,348,382,20318
711,249,363,17070
565,467,365,19751
325,414,391,15130
1035,427,127,19851
1148,351,428,14995
2621,485,385,16569
1416,195,382,17776
576,523,519,14970
1725,494,79,20341
657,173,490,14797
462,252,347,16113
820,260,307,15850
1163,248,521,18919
357,116,496,15700
425,253,262,17370
696,318,475,19042
710,456,528,17631
784,173,448,16957
573,318,442,18859
572,404,329,16493
2546,276,521,20364
148,520,458,18158
508,469,318,18306
436,472,498,19081
449,404,490,19875
457,478,477,20370
628,519,298,15809
1592,305,459,14852
1682,525,276,18036
691,173,529,19445
111,307,307,15826
1095,79,461,16434
462,466,507,19366
181,350,307,18101
641,459,538,18030
242,352,457,14618
617,268,531,15711
1229,300,417,17744
356,253,128,20361
1148,500,173,16135
937,418,250,20315
1024,241,414,19895
487,318,477,17474
802,309,405,15995
727,305,528,15560
575,538,529,18980
487,444,379,16514
2949,533,458,19433
939,167,281,18188
460,357,445,15549
215,294,382,20082
1345,320,511,18099
748,427,408,16000
951,519,439,15150
2343,474,474,15858
216,441,522,15839
440,326,382,14554
719,526,116,15066
481,419,2004,16088
828,524,509,15629
2359,427,450,15808
512,362,160,20578
1231,510,265,18648
1903,263,385,17671
196,426,327,19533
993,303,445,17822
631,212,297,19745
1100,487,405,17602
1874,471,507,17941
3414,387,430,16438
418,500,484,15945
1301,228,358,20602
469,365,323,19324
888,524,509,18402
348,437,445,14971
670,212,254,18942
360,449,173,17458
1686,444,464,14828
1470,228,254,18085
1847,512,314,19531
645,505,523,15123
479,490,446,14790
990,164,293,15358
7188,426,303,19572
300,229,128,15940
1767,225,426,18491
113,274,271,17215
280,268,394,17532
710,368,251,18086
510,484,515,17113
1632,444,426,18305
628,168,238,18098
614,167,477,20513
712,534,417,15212
690,472,164,15079
410,525,521,18671
919,387,395,19778
1181,440,388,18000
1528,457,346,19605
627,248,375,17060
1278,479,528,18358
385,444,534,19338
1400,313,157,18993
525,352,318,18167
2880,2009,348,17627
1848,250,475,19523
548,483,507,17802
214,534,315,17508
3676,463,127,15490
298,500,513,18731
624,327,347,16968
1346,153,356,15522
1533,522,439,17741
287,276,417,15225
773,525,243,14877
1995,257,325,16418
2865,2009,348,20539
730,536,456,16610
631,503,509,15943
1180,228,253,15069
828,402,514,15810
595,512,478,17516
389,529,250,18622
574,510,449,17277
3768,475,528,18796
901,510,391,15725
1065,153,301,19750
727,375,540,20069
311,522,454,17230
2560,281,290,14535
599,450,487,18889
1381,394,493,20192
406,517,533,15644
418,402,482,20343
450,367,454,17016
641,348,348,17050
413,382,242,15968
1976,417,499,15570
434,173,513,17217
605,466,237,19627
592,347,403,20525
159,152,387,18364
743,545,444,18985
652,455,495,18714
481,3002,323,20558
470,116,521,17857
533,317,223,16385
477,405,334,19165
341,404,238,14895
225,466,444,17978
926,504,332,17073
329,229,317,18132
1141,529,305,18976
2276,334,524,19679
704,318,477,18639
469,233,271,20624
635,474,380,19668
2285,360,143,17285
651,147,534,19855
498,359,476,18661
1196,173,335,18641
590,348,335,20590
1485,259,314,17949
343,474,380,17948
559,306,306,16719
322,414,217,16605
346,380,335,17161
424,324,335,14781
1903,264,250,17387
5822,493,538,16693
1000,367,439,19427
1333,359,479,19897
550,319,405,19951
584,248,263,18557
717,508,457,20234
1089,455,435,19640
509,533,359,14891
585,484,537,19988
1943,480,335,17555
489,346,293,17996
2313,450,401,18792
2548,500,405,16739
177,426,478,15204
534,490,499,16947
1192,327,514,16729
384,507,379,15641
689,318,448,15907
794,361,375,16868
600,323,237,20517
1286,327,306,19873
884,358,358,18062
591,488,509,16209
561,152,127,14675
279,521,489,15865
1582,472,494,20251
567,487,72,18410
760,79,496,15993
1537,376,501,15480
2392,404,2006,16233
694,423,490,17593
991,426,352,15374
376,390,395,15900
1501,524,356,18032
1598,386,387,15202
575,167,458,17201
1568,377,384,20582
155,212,509,20285
1253,377,322,15187
7168,500,521,19211
1597,346,363,15800
436,3002,253,18115
277,254,483,14864
1088,519,293,16946
104,349,356,17656
662,342,320,15086
